cell_id;min_lat;min_lon;max_lat;max_lon;line;column;matrix_id
304;29,96;82,74;31,14;84,78;10;4;vertical_shift
305;29,96;84,78;31,14;86,82;10;5;vertical_shift
306;29,96;86,82;31,14;88,86;10;6;vertical_shift
307;29,96;88,86;31,14;90,9;10;7;vertical_shift
308;29,96;90,9;31,14;92,94;10;8;vertical_shift
309;29,96;92,94;31,14;94,98;10;9;vertical_shift
310;29,96;94,98;31,14;97,02;10;10;vertical_shift
311;29,96;97,02;31,14;99,06;10;11;vertical_shift
312;29,96;99,06;31,14;101,1;10;12;vertical_shift
313;29,96;101,1;31,14;103,14;10;13;vertical_shift
314;29,96;103,14;31,14;105,18;10;14;vertical_shift
315;29,96;105,18;31,14;107,22;10;15;vertical_shift
316;29,96;107,22;31,14;109,26;10;16;vertical_shift
317;29,96;109,26;31,14;111,3;10;17;vertical_shift
318;29,96;111,3;31,14;113,34;10;18;vertical_shift
319;29,96;113,34;31,14;115,38;10;19;vertical_shift
320;29,96;115,38;31,14;117,42;10;20;vertical_shift
321;29,96;117,42;31,14;119,46;10;21;vertical_shift
322;29,96;119,46;31,14;121,5;10;22;vertical_shift
323;29,96;121,5;31,14;123,54;10;23;vertical_shift
324;29,96;123,54;31,14;125,58;10;24;vertical_shift
332;31,14;78,66;32,32;80,7;11;2;vertical_shift
333;31,14;80,7;32,32;82,74;11;3;vertical_shift
334;31,14;82,74;32,32;84,78;11;4;vertical_shift
335;31,14;84,78;32,32;86,82;11;5;vertical_shift
336;31,14;86,82;32,32;88,86;11;6;vertical_shift
337;31,14;88,86;32,32;90,9;11;7;vertical_shift
338;31,14;90,9;32,32;92,94;11;8;vertical_shift
339;31,14;92,94;32,32;94,98;11;9;vertical_shift
340;31,14;94,98;32,32;97,02;11;10;vertical_shift
341;31,14;97,02;32,32;99,06;11;11;vertical_shift
342;31,14;99,06;32,32;101,1;11;12;vertical_shift
343;31,14;101,1;32,32;103,14;11;13;vertical_shift
344;31,14;103,14;32,32;105,18;11;14;vertical_shift
345;31,14;105,18;32,32;107,22;11;15;vertical_shift
346;31,14;107,22;32,32;109,26;11;16;vertical_shift
347;31,14;109,26;32,32;111,3;11;17;vertical_shift
348;31,14;111,3;32,32;113,34;11;18;vertical_shift
349;31,14;113,34;32,32;115,38;11;19;vertical_shift
350;31,14;115,38;32,32;117,42;11;20;vertical_shift
351;31,14;117,42;32,32;119,46;11;21;vertical_shift
352;31,14;119,46;32,32;121,5;11;22;vertical_shift
353;31,14;121,5;32,32;123,54;11;23;vertical_shift
362;32,32;78,66;33,5;80,7;12;2;vertical_shift
363;32,32;80,7;33,5;82,74;12;3;vertical_shift
364;32,32;82,74;33,5;84,78;12;4;vertical_shift
365;32,32;84,78;33,5;86,82;12;5;vertical_shift
366;32,32;86,82;33,5;88,86;12;6;vertical_shift
367;32,32;88,86;33,5;90,9;12;7;vertical_shift
368;32,32;90,9;33,5;92,94;12;8;vertical_shift
369;32,32;92,94;33,5;94,98;12;9;vertical_shift
370;32,32;94,98;33,5;97,02;12;10;vertical_shift
371;32,32;97,02;33,5;99,06;12;11;vertical_shift
372;32,32;99,06;33,5;101,1;12;12;vertical_shift
373;32,32;101,1;33,5;103,14;12;13;vertical_shift
374;32,32;103,14;33,5;105,18;12;14;vertical_shift
375;32,32;105,18;33,5;107,22;12;15;vertical_shift
376;32,32;107,22;33,5;109,26;12;16;vertical_shift
377;32,32;109,26;33,5;111,3;12;17;vertical_shift
378;32,32;111,3;33,5;113,34;12;18;vertical_shift
379;32,32;113,34;33,5;115,38;12;19;vertical_shift
380;32,32;115,38;33,5;117,42;12;20;vertical_shift
381;32,32;117,42;33,5;119,46;12;21;vertical_shift
382;32,32;119,46;33,5;121,5;12;22;vertical_shift
383;32,32;121,5;33,5;123,54;12;23;vertical_shift
392;33,5;78,66;34,68;80,7;13;2;vertical_shift
393;33,5;80,7;34,68;82,74;13;3;vertical_shift
394;33,5;82,74;34,68;84,78;13;4;vertical_shift
395;33,5;84,78;34,68;86,82;13;5;vertical_shift
396;33,5;86,82;34,68;88,86;13;6;vertical_shift
397;33,5;88,86;34,68;90,9;13;7;vertical_shift
398;33,5;90,9;34,68;92,94;13;8;vertical_shift
399;33,5;92,94;34,68;94,98;13;9;vertical_shift
400;33,5;94,98;34,68;97,02;13;10;vertical_shift
401;33,5;97,02;34,68;99,06;13;11;vertical_shift
402;33,5;99,06;34,68;101,1;13;12;vertical_shift
403;33,5;101,1;34,68;103,14;13;13;vertical_shift
404;33,5;103,14;34,68;105,18;13;14;vertical_shift
405;33,5;105,18;34,68;107,22;13;15;vertical_shift
406;33,5;107,22;34,68;109,26;13;16;vertical_shift
407;33,5;109,26;34,68;111,3;13;17;vertical_shift
408;33,5;111,3;34,68;113,34;13;18;vertical_shift
409;33,5;113,34;34,68;115,38;13;19;vertical_shift
410;33,5;115,38;34,68;117,42;13;20;vertical_shift
411;33,5;117,42;34,68;119,46;13;21;vertical_shift
412;33,5;119,46;34,68;121,5;13;22;vertical_shift
413;33,5;121,5;34,68;123,54;13;23;vertical_shift
421;34,68;76,62;35,86;78,66;14;1;vertical_shift
422;34,68;78,66;35,86;80,7;14;2;vertical_shift
423;34,68;80,7;35,86;82,74;14;3;vertical_shift
424;34,68;82,74;35,86;84,78;14;4;vertical_shift
425;34,68;84,78;35,86;86,82;14;5;vertical_shift
426;34,68;86,82;35,86;88,86;14;6;vertical_shift
427;34,68;88,86;35,86;90,9;14;7;vertical_shift
428;34,68;90,9;35,86;92,94;14;8;vertical_shift
429;34,68;92,94;35,86;94,98;14;9;vertical_shift
430;34,68;94,98;35,86;97,02;14;10;vertical_shift
431;34,68;97,02;35,86;99,06;14;11;vertical_shift
432;34,68;99,06;35,86;101,1;14;12;vertical_shift
433;34,68;101,1;35,86;103,14;14;13;vertical_shift
434;34,68;103,14;35,86;105,18;14;14;vertical_shift
435;34,68;105,18;35,86;107,22;14;15;vertical_shift
436;34,68;107,22;35,86;109,26;14;16;vertical_shift
437;34,68;109,26;35,86;111,3;14;17;vertical_shift
438;34,68;111,3;35,86;113,34;14;18;vertical_shift
439;34,68;113,34;35,86;115,38;14;19;vertical_shift
