index;cell_id;min_lat;min_lon;max_lat;max_lon;line;column;matrix_id;cell;inside
606;606;41,76;85,8;42,94;87,84;20;6;main;POLYGON ((87.84 41.76, 87.84 42.94, 85.8 42.94, 85.8 41.76, 87.84 41.76));True
607;607;41,76;87,84;42,94;89,88;20;7;main;POLYGON ((89.88 41.76, 89.88 42.94, 87.84 42.94, 87.84 41.76, 89.88 41.76));True
608;608;41,76;89,88;42,94;91,92;20;8;main;POLYGON ((91.92 41.76, 91.92 42.94, 89.88 42.94, 89.88 41.76, 91.92 41.76));True
609;609;41,76;91,92;42,94;93,96;20;9;main;POLYGON ((93.96 41.76, 93.96 42.94, 91.92 42.94, 91.92 41.76, 93.96 41.76));True
610;610;41,76;93,96;42,94;96,0;20;10;main;POLYGON ((96 41.76, 96 42.94, 93.96 42.94, 93.96 41.76, 96 41.76));True
611;611;41,76;96,0;42,94;98,04;20;11;main;POLYGON ((98.04 41.76, 98.04 42.94, 96 42.94, 96 41.76, 98.04 41.76));True
612;612;41,76;98,04;42,94;100,08;20;12;main;POLYGON ((100.08 41.76, 100.08 42.94, 98.04 42.94, 98.04 41.76, 100.08 41.76));True
613;613;41,76;100,08;42,94;102,12;20;13;main;POLYGON ((102.12 41.76, 102.12 42.94, 100.08 42.94, 100.08 41.76, 102.12 41.76));True
614;614;41,76;102,12;42,94;104,16;20;14;main;POLYGON ((104.16 41.76, 104.16 42.94, 102.12 42.94, 102.12 41.76, 104.16 41.76));True
615;615;41,76;104,16;42,94;106,2;20;15;main;POLYGON ((106.2 41.76, 106.2 42.94, 104.16 42.94, 104.16 41.76, 106.2 41.76));True
616;616;41,76;106,2;42,94;108,24;20;16;main;POLYGON ((108.24 41.76, 108.24 42.94, 106.2 42.94, 106.2 41.76, 108.24 41.76));True
617;617;41,76;108,24;42,94;110,28;20;17;main;POLYGON ((110.28 41.76, 110.28 42.94, 108.24 42.94, 108.24 41.76, 110.28 41.76));True
618;618;41,76;110,28;42,94;112,32;20;18;main;POLYGON ((112.32 41.76, 112.32 42.94, 110.28 42.94, 110.28 41.76, 112.32 41.76));True
619;619;41,76;112,32;42,94;114,36;20;19;main;POLYGON ((114.36 41.76, 114.36 42.94, 112.32 42.94, 112.32 41.76, 114.36 41.76));True
620;620;41,76;114,36;42,94;116,4;20;20;main;POLYGON ((116.4 41.76, 116.4 42.94, 114.36 42.94, 114.36 41.76, 116.4 41.76));True
621;621;41,76;116,4;42,94;118,44;20;21;main;POLYGON ((118.44 41.76, 118.44 42.94, 116.4 42.94, 116.4 41.76, 118.44 41.76));True
622;622;41,76;118,44;42,94;120,48;20;22;main;POLYGON ((120.48 41.76, 120.48 42.94, 118.44 42.94, 118.44 41.76, 120.48 41.76));True
623;623;41,76;120,48;42,94;122,52;20;23;main;POLYGON ((122.52 41.76, 122.52 42.94, 120.48 42.94, 120.48 41.76, 122.52 41.76));True
624;624;41,76;122,52;42,94;124,56;20;24;main;POLYGON ((124.56 41.76, 124.56 42.94, 122.52 42.94, 122.52 41.76, 124.56 41.76));True
625;625;41,76;124,56;42,94;126,6;20;25;main;POLYGON ((126.6 41.76, 126.6 42.94, 124.56 42.94, 124.56 41.76, 126.6 41.76));True
626;626;41,76;126,6;42,94;128,64;20;26;main;POLYGON ((128.64 41.76, 128.64 42.94, 126.6 42.94, 126.6 41.76, 128.64 41.76));True
627;627;41,76;128,64;42,94;130,68;20;27;main;POLYGON ((130.68 41.76, 130.68 42.94, 128.64 42.94, 128.64 41.76, 130.68 41.76));True
628;628;41,76;130,68;42,94;132,72;20;28;main;POLYGON ((132.72 41.76, 132.72 42.94, 130.68 42.94, 130.68 41.76, 132.72 41.76));True
633;633;42,94;79,68;44,12;81,72;21;3;main;POLYGON ((81.72 42.94, 81.72 44.12, 79.68 44.12, 79.68 42.94, 81.72 42.94));True
634;634;42,94;81,72;44,12;83,76;21;4;main;POLYGON ((83.76 42.94, 83.76 44.12, 81.72 44.12, 81.72 42.94, 83.76 42.94));True
635;635;42,94;83,76;44,12;85,8;21;5;main;POLYGON ((85.8 42.94, 85.8 44.12, 83.76 44.12, 83.76 42.94, 85.8 42.94));True
636;636;42,94;85,8;44,12;87,84;21;6;main;POLYGON ((87.84 42.94, 87.84 44.12, 85.8 44.12, 85.8 42.94, 87.84 42.94));True
637;637;42,94;87,84;44,12;89,88;21;7;main;POLYGON ((89.88 42.94, 89.88 44.12, 87.84 44.12, 87.84 42.94, 89.88 42.94));True
638;638;42,94;89,88;44,12;91,92;21;8;main;POLYGON ((91.92 42.94, 91.92 44.12, 89.88 44.12, 89.88 42.94, 91.92 42.94));True
639;639;42,94;91,92;44,12;93,96;21;9;main;POLYGON ((93.96 42.94, 93.96 44.12, 91.92 44.12, 91.92 42.94, 93.96 42.94));True
640;640;42,94;93,96;44,12;96,0;21;10;main;POLYGON ((96 42.94, 96 44.12, 93.96 44.12, 93.96 42.94, 96 42.94));True
641;641;42,94;96,0;44,12;98,04;21;11;main;POLYGON ((98.04 42.94, 98.04 44.12, 96 44.12, 96 42.94, 98.04 42.94));True
648;648;42,94;110,28;44,12;112,32;21;18;main;POLYGON ((112.32 42.94, 112.32 44.12, 110.28 44.12, 110.28 42.94, 112.32 42.94));True
649;649;42,94;112,32;44,12;114,36;21;19;main;POLYGON ((114.36 42.94, 114.36 44.12, 112.32 44.12, 112.32 42.94, 114.36 42.94));True
650;650;42,94;114,36;44,12;116,4;21;20;main;POLYGON ((116.4 42.94, 116.4 44.12, 114.36 44.12, 114.36 42.94, 116.4 42.94));True
651;651;42,94;116,4;44,12;118,44;21;21;main;POLYGON ((118.44 42.94, 118.44 44.12, 116.4 44.12, 116.4 42.94, 118.44 42.94));True
652;652;42,94;118,44;44,12;120,48;21;22;main;POLYGON ((120.48 42.94, 120.48 44.12, 118.44 44.12, 118.44 42.94, 120.48 42.94));True
653;653;42,94;120,48;44,12;122,52;21;23;main;POLYGON ((122.52 42.94, 122.52 44.12, 120.48 44.12, 120.48 42.94, 122.52 42.94));True
654;654;42,94;122,52;44,12;124,56;21;24;main;POLYGON ((124.56 42.94, 124.56 44.12, 122.52 44.12, 122.52 42.94, 124.56 42.94));True
655;655;42,94;124,56;44,12;126,6;21;25;main;POLYGON ((126.6 42.94, 126.6 44.12, 124.56 44.12, 124.56 42.94, 126.6 42.94));True
656;656;42,94;126,6;44,12;128,64;21;26;main;POLYGON ((128.64 42.94, 128.64 44.12, 126.6 44.12, 126.6 42.94, 128.64 42.94));True
657;657;42,94;128,64;44,12;130,68;21;27;main;POLYGON ((130.68 42.94, 130.68 44.12, 128.64 44.12, 128.64 42.94, 130.68 42.94));True
658;658;42,94;130,68;44,12;132,72;21;28;main;POLYGON ((132.72 42.94, 132.72 44.12, 130.68 44.12, 130.68 42.94, 132.72 42.94));True
663;663;44,12;79,68;45,3;81,72;22;3;main;POLYGON ((81.72 44.12, 81.72 45.3, 79.68 45.3, 79.68 44.12, 81.72 44.12));True
664;664;44,12;81,72;45,3;83,76;22;4;main;POLYGON ((83.76 44.12, 83.76 45.3, 81.72 45.3, 81.72 44.12, 83.76 44.12));True
665;665;44,12;83,76;45,3;85,8;22;5;main;POLYGON ((85.8 44.12, 85.8 45.3, 83.76 45.3, 83.76 44.12, 85.8 44.12));True
666;666;44,12;85,8;45,3;87,84;22;6;main;POLYGON ((87.84 44.12, 87.84 45.3, 85.8 45.3, 85.8 44.12, 87.84 44.12));True
667;667;44,12;87,84;45,3;89,88;22;7;main;POLYGON ((89.88 44.12, 89.88 45.3, 87.84 45.3, 87.84 44.12, 89.88 44.12));True
668;668;44,12;89,88;45,3;91,92;22;8;main;POLYGON ((91.92 44.12, 91.92 45.3, 89.88 45.3, 89.88 44.12, 91.92 44.12));True
669;669;44,12;91,92;45,3;93,96;22;9;main;POLYGON ((93.96 44.12, 93.96 45.3, 91.92 45.3, 91.92 44.12, 93.96 44.12));True
670;670;44,12;93,96;45,3;96,0;22;10;main;POLYGON ((96 44.12, 96 45.3, 93.96 45.3, 93.96 44.12, 96 44.12));True
678;678;44,12;110,28;45,3;112,32;22;18;main;POLYGON ((112.32 44.12, 112.32 45.3, 110.28 45.3, 110.28 44.12, 112.32 44.12));True
679;679;44,12;112,32;45,3;114,36;22;19;main;POLYGON ((114.36 44.12, 114.36 45.3, 112.32 45.3, 112.32 44.12, 114.36 44.12));True
680;680;44,12;114,36;45,3;116,4;22;20;main;POLYGON ((116.4 44.12, 116.4 45.3, 114.36 45.3, 114.36 44.12, 116.4 44.12));True
681;681;44,12;116,4;45,3;118,44;22;21;main;POLYGON ((118.44 44.12, 118.44 45.3, 116.4 45.3, 116.4 44.12, 118.44 44.12));True
682;682;44,12;118,44;45,3;120,48;22;22;main;POLYGON ((120.48 44.12, 120.48 45.3, 118.44 45.3, 118.44 44.12, 120.48 44.12));True
683;683;44,12;120,48;45,3;122,52;22;23;main;POLYGON ((122.52 44.12, 122.52 45.3, 120.48 45.3, 120.48 44.12, 122.52 44.12));True
684;684;44,12;122,52;45,3;124,56;22;24;main;POLYGON ((124.56 44.12, 124.56 45.3, 122.52 45.3, 122.52 44.12, 124.56 44.12));True
685;685;44,12;124,56;45,3;126,6;22;25;main;POLYGON ((126.6 44.12, 126.6 45.3, 124.56 45.3, 124.56 44.12, 126.6 44.12));True
686;686;44,12;126,6;45,3;128,64;22;26;main;POLYGON ((128.64 44.12, 128.64 45.3, 126.6 45.3, 126.6 44.12, 128.64 44.12));True
687;687;44,12;128,64;45,3;130,68;22;27;main;POLYGON ((130.68 44.12, 130.68 45.3, 128.64 45.3, 128.64 44.12, 130.68 44.12));True
688;688;44,12;130,68;45,3;132,72;22;28;main;POLYGON ((132.72 44.12, 132.72 45.3, 130.68 45.3, 130.68 44.12, 132.72 44.12));True
689;689;44,12;132,72;45,3;134,76;22;29;main;POLYGON ((134.76 44.12, 134.76 45.3, 132.72 45.3, 132.72 44.12, 134.76 44.12));True
693;693;45,3;79,68;46,48;81,72;23;3;main;POLYGON ((81.72 45.3, 81.72 46.48, 79.68 46.48, 79.68 45.3, 81.72 45.3));True
694;694;45,3;81,72;46,48;83,76;23;4;main;POLYGON ((83.76 45.3, 83.76 46.48, 81.72 46.48, 81.72 45.3, 83.76 45.3));True
695;695;45,3;83,76;46,48;85,8;23;5;main;POLYGON ((85.8 45.3, 85.8 46.48, 83.76 46.48, 83.76 45.3, 85.8 45.3));True
696;696;45,3;85,8;46,48;87,84;23;6;main;POLYGON ((87.84 45.3, 87.84 46.48, 85.8 46.48, 85.8 45.3, 87.84 45.3));True
697;697;45,3;87,84;46,48;89,88;23;7;main;POLYGON ((89.88 45.3, 89.88 46.48, 87.84 46.48, 87.84 45.3, 89.88 45.3));True
698;698;45,3;89,88;46,48;91,92;23;8;main;POLYGON ((91.92 45.3, 91.92 46.48, 89.88 46.48, 89.88 45.3, 91.92 45.3));True
710;710;45,3;114,36;46,48;116,4;23;20;main;POLYGON ((116.4 45.3, 116.4 46.48, 114.36 46.48, 114.36 45.3, 116.4 45.3));True
711;711;45,3;116,4;46,48;118,44;23;21;main;POLYGON ((118.44 45.3, 118.44 46.48, 116.4 46.48, 116.4 45.3, 118.44 45.3));True
712;712;45,3;118,44;46,48;120,48;23;22;main;POLYGON ((120.48 45.3, 120.48 46.48, 118.44 46.48, 118.44 45.3, 120.48 45.3));True
713;713;45,3;120,48;46,48;122,52;23;23;main;POLYGON ((122.52 45.3, 122.52 46.48, 120.48 46.48, 120.48 45.3, 122.52 45.3));True
714;714;45,3;122,52;46,48;124,56;23;24;main;POLYGON ((124.56 45.3, 124.56 46.48, 122.52 46.48, 122.52 45.3, 124.56 45.3));True
715;715;45,3;124,56;46,48;126,6;23;25;main;POLYGON ((126.6 45.3, 126.6 46.48, 124.56 46.48, 124.56 45.3, 126.6 45.3));True
716;716;45,3;126,6;46,48;128,64;23;26;main;POLYGON ((128.64 45.3, 128.64 46.48, 126.6 46.48, 126.6 45.3, 128.64 45.3));True
717;717;45,3;128,64;46,48;130,68;23;27;main;POLYGON ((130.68 45.3, 130.68 46.48, 128.64 46.48, 128.64 45.3, 130.68 45.3));True
718;718;45,3;130,68;46,48;132,72;23;28;main;POLYGON ((132.72 45.3, 132.72 46.48, 130.68 46.48, 130.68 45.3, 132.72 45.3));True
719;719;45,3;132,72;46,48;134,76;23;29;main;POLYGON ((134.76 45.3, 134.76 46.48, 132.72 46.48, 132.72 45.3, 134.76 45.3));True
724;724;46,48;81,72;47,66;83,76;24;4;main;POLYGON ((83.76 46.48, 83.76 47.66, 81.72 47.66, 81.72 46.48, 83.76 46.48));True
725;725;46,48;83,76;47,66;85,8;24;5;main;POLYGON ((85.8 46.48, 85.8 47.66, 83.76 47.66, 83.76 46.48, 85.8 46.48));True
726;726;46,48;85,8;47,66;87,84;24;6;main;POLYGON ((87.84 46.48, 87.84 47.66, 85.8 47.66, 85.8 46.48, 87.84 46.48));True
727;727;46,48;87,84;47,66;89,88;24;7;main;POLYGON ((89.88 46.48, 89.88 47.66, 87.84 47.66, 87.84 46.48, 89.88 46.48));True
728;728;46,48;89,88;47,66;91,92;24;8;main;POLYGON ((91.92 46.48, 91.92 47.66, 89.88 47.66, 89.88 46.48, 91.92 46.48));True
741;741;46,48;116,4;47,66;118,44;24;21;main;POLYGON ((118.44 46.48, 118.44 47.66, 116.4 47.66, 116.4 46.48, 118.44 46.48));True
742;742;46,48;118,44;47,66;120,48;24;22;main;POLYGON ((120.48 46.48, 120.48 47.66, 118.44 47.66, 118.44 46.48, 120.48 46.48));True
743;743;46,48;120,48;47,66;122,52;24;23;main;POLYGON ((122.52 46.48, 122.52 47.66, 120.48 47.66, 120.48 46.48, 122.52 46.48));True
744;744;46,48;122,52;47,66;124,56;24;24;main;POLYGON ((124.56 46.48, 124.56 47.66, 122.52 47.66, 122.52 46.48, 124.56 46.48));True
745;745;46,48;124,56;47,66;126,6;24;25;main;POLYGON ((126.6 46.48, 126.6 47.66, 124.56 47.66, 124.56 46.48, 126.6 46.48));True
746;746;46,48;126,6;47,66;128,64;24;26;main;POLYGON ((128.64 46.48, 128.64 47.66, 126.6 47.66, 126.6 46.48, 128.64 46.48));True
747;747;46,48;128,64;47,66;130,68;24;27;main;POLYGON ((130.68 46.48, 130.68 47.66, 128.64 47.66, 128.64 46.48, 130.68 46.48));True
748;748;46,48;130,68;47,66;132,72;24;28;main;POLYGON ((132.72 46.48, 132.72 47.66, 130.68 47.66, 130.68 46.48, 132.72 46.48));True
749;749;46,48;132,72;47,66;134,76;24;29;main;POLYGON ((134.76 46.48, 134.76 47.66, 132.72 47.66, 132.72 46.48, 134.76 46.48));True
755;755;47,66;83,76;48,84;85,8;25;5;main;POLYGON ((85.8 47.66, 85.8 48.84, 83.76 48.84, 83.76 47.66, 85.8 47.66));True
756;756;47,66;85,8;48,84;87,84;25;6;main;POLYGON ((87.84 47.66, 87.84 48.84, 85.8 48.84, 85.8 47.66, 87.84 47.66));True
757;757;47,66;87,84;48,84;89,88;25;7;main;POLYGON ((89.88 47.66, 89.88 48.84, 87.84 48.84, 87.84 47.66, 89.88 47.66));True
758;758;47,66;89,88;48,84;91,92;25;8;main;POLYGON ((91.92 47.66, 91.92 48.84, 89.88 48.84, 89.88 47.66, 91.92 47.66));True
770;770;47,66;114,36;48,84;116,4;25;20;main;POLYGON ((116.4 47.66, 116.4 48.84, 114.36 48.84, 114.36 47.66, 116.4 47.66));True
771;771;47,66;116,4;48,84;118,44;25;21;main;POLYGON ((118.44 47.66, 118.44 48.84, 116.4 48.84, 116.4 47.66, 118.44 47.66));True
772;772;47,66;118,44;48,84;120,48;25;22;main;POLYGON ((120.48 47.66, 120.48 48.84, 118.44 48.84, 118.44 47.66, 120.48 47.66));True
773;773;47,66;120,48;48,84;122,52;25;23;main;POLYGON ((122.52 47.66, 122.52 48.84, 120.48 48.84, 120.48 47.66, 122.52 47.66));True
774;774;47,66;122,52;48,84;124,56;25;24;main;POLYGON ((124.56 47.66, 124.56 48.84, 122.52 48.84, 122.52 47.66, 124.56 47.66));True
775;775;47,66;124,56;48,84;126,6;25;25;main;POLYGON ((126.6 47.66, 126.6 48.84, 124.56 48.84, 124.56 47.66, 126.6 47.66));True
776;776;47,66;126,6;48,84;128,64;25;26;main;POLYGON ((128.64 47.66, 128.64 48.84, 126.6 48.84, 126.6 47.66, 128.64 47.66));True
777;777;47,66;128,64;48,84;130,68;25;27;main;POLYGON ((130.68 47.66, 130.68 48.84, 128.64 48.84, 128.64 47.66, 130.68 47.66));True
778;778;47,66;130,68;48,84;132,72;25;28;main;POLYGON ((132.72 47.66, 132.72 48.84, 130.68 48.84, 130.68 47.66, 132.72 47.66));True
779;779;47,66;132,72;48,84;134,76;25;29;main;POLYGON ((134.76 47.66, 134.76 48.84, 132.72 48.84, 132.72 47.66, 134.76 47.66));True
786;786;48,84;85,8;50,02;87,84;26;6;main;POLYGON ((87.84 48.84, 87.84 50.02, 85.8 50.02, 85.8 48.84, 87.84 48.84));True
787;787;48,84;87,84;50,02;89,88;26;7;main;POLYGON ((89.88 48.84, 89.88 50.02, 87.84 50.02, 87.84 48.84, 89.88 48.84));True
800;800;48,84;114,36;50,02;116,4;26;20;main;POLYGON ((116.4 48.84, 116.4 50.02, 114.36 50.02, 114.36 48.84, 116.4 48.84));True
801;801;48,84;116,4;50,02;118,44;26;21;main;POLYGON ((118.44 48.84, 118.44 50.02, 116.4 50.02, 116.4 48.84, 118.44 48.84));True
802;802;48,84;118,44;50,02;120,48;26;22;main;POLYGON ((120.48 48.84, 120.48 50.02, 118.44 50.02, 118.44 48.84, 120.48 48.84));True
803;803;48,84;120,48;50,02;122,52;26;23;main;POLYGON ((122.52 48.84, 122.52 50.02, 120.48 50.02, 120.48 48.84, 122.52 48.84));True
804;804;48,84;122,52;50,02;124,56;26;24;main;POLYGON ((124.56 48.84, 124.56 50.02, 122.52 50.02, 122.52 48.84, 124.56 48.84));True
805;805;48,84;124,56;50,02;126,6;26;25;main;POLYGON ((126.6 48.84, 126.6 50.02, 124.56 50.02, 124.56 48.84, 126.6 48.84));True
806;806;48,84;126,6;50,02;128,64;26;26;main;POLYGON ((128.64 48.84, 128.64 50.02, 126.6 50.02, 126.6 48.84, 128.64 48.84));True
807;807;48,84;128,64;50,02;130,68;26;27;main;POLYGON ((130.68 48.84, 130.68 50.02, 128.64 50.02, 128.64 48.84, 130.68 48.84));True
832;832;50,02;118,44;51,2;120,48;27;22;main;POLYGON ((120.48 50.02, 120.48 51.2, 118.44 51.2, 118.44 50.02, 120.48 50.02));True
833;833;50,02;120,48;51,2;122,52;27;23;main;POLYGON ((122.52 50.02, 122.52 51.2, 120.48 51.2, 120.48 50.02, 122.52 50.02));True
834;834;50,02;122,52;51,2;124,56;27;24;main;POLYGON ((124.56 50.02, 124.56 51.2, 122.52 51.2, 122.52 50.02, 124.56 50.02));True
835;835;50,02;124,56;51,2;126,6;27;25;main;POLYGON ((126.6 50.02, 126.6 51.2, 124.56 51.2, 124.56 50.02, 126.6 50.02));True
836;836;50,02;126,6;51,2;128,64;27;26;main;POLYGON ((128.64 50.02, 128.64 51.2, 126.6 51.2, 126.6 50.02, 128.64 50.02));True
862;862;51,2;118,44;52,38;120,48;28;22;main;POLYGON ((120.48 51.2, 120.48 52.38, 118.44 52.38, 118.44 51.2, 120.48 51.2));True
863;863;51,2;120,48;52,38;122,52;28;23;main;POLYGON ((122.52 51.2, 122.52 52.38, 120.48 52.38, 120.48 51.2, 122.52 51.2));True
864;864;51,2;122,52;52,38;124,56;28;24;main;POLYGON ((124.56 51.2, 124.56 52.38, 122.52 52.38, 122.52 51.2, 124.56 51.2));True
865;865;51,2;124,56;52,38;126,6;28;25;main;POLYGON ((126.6 51.2, 126.6 52.38, 124.56 52.38, 124.56 51.2, 126.6 51.2));True
866;866;51,2;126,6;52,38;128,64;28;26;main;POLYGON ((128.64 51.2, 128.64 52.38, 126.6 52.38, 126.6 51.2, 128.64 51.2));True
892;892;52,38;118,44;53,56;120,48;29;22;main;POLYGON ((120.48 52.38, 120.48 53.56, 118.44 53.56, 118.44 52.38, 120.48 52.38));True
893;893;52,38;120,48;53,56;122,52;29;23;main;POLYGON ((122.52 52.38, 122.52 53.56, 120.48 53.56, 120.48 52.38, 122.52 52.38));True
894;894;52,38;122,52;53,56;124,56;29;24;main;POLYGON ((124.56 52.38, 124.56 53.56, 122.52 53.56, 122.52 52.38, 124.56 52.38));True
895;895;52,38;124,56;53,56;126,6;29;25;main;POLYGON ((126.6 52.38, 126.6 53.56, 124.56 53.56, 124.56 52.38, 126.6 52.38));True
