index;cell_id;min_lat;min_lon;max_lat;max_lon;line;column;matrix_id;cell;inside
383;383;32,32;120,48;33,5;122,52;12;23;main;POLYGON ((122.52 32.32, 122.52 33.5, 120.48 33.5, 120.48 32.32, 122.52 32.32));True
392;392;33,5;77,64;34,68;79,68;13;2;main;POLYGON ((79.68 33.5, 79.68 34.68, 77.64 34.68, 77.64 33.5, 79.68 33.5));True
393;393;33,5;79,68;34,68;81,72;13;3;main;POLYGON ((81.72 33.5, 81.72 34.68, 79.68 34.68, 79.68 33.5, 81.72 33.5));True
394;394;33,5;81,72;34,68;83,76;13;4;main;POLYGON ((83.76 33.5, 83.76 34.68, 81.72 34.68, 81.72 33.5, 83.76 33.5));True
395;395;33,5;83,76;34,68;85,8;13;5;main;POLYGON ((85.8 33.5, 85.8 34.68, 83.76 34.68, 83.76 33.5, 85.8 33.5));True
396;396;33,5;85,8;34,68;87,84;13;6;main;POLYGON ((87.84 33.5, 87.84 34.68, 85.8 34.68, 85.8 33.5, 87.84 33.5));True
397;397;33,5;87,84;34,68;89,88;13;7;main;POLYGON ((89.88 33.5, 89.88 34.68, 87.84 34.68, 87.84 33.5, 89.88 33.5));True
398;398;33,5;89,88;34,68;91,92;13;8;main;POLYGON ((91.92 33.5, 91.92 34.68, 89.88 34.68, 89.88 33.5, 91.92 33.5));True
399;399;33,5;91,92;34,68;93,96;13;9;main;POLYGON ((93.96 33.5, 93.96 34.68, 91.92 34.68, 91.92 33.5, 93.96 33.5));True
400;400;33,5;93,96;34,68;96,0;13;10;main;POLYGON ((96 33.5, 96 34.68, 93.96 34.68, 93.96 33.5, 96 33.5));True
401;401;33,5;96,0;34,68;98,04;13;11;main;POLYGON ((98.04 33.5, 98.04 34.68, 96 34.68, 96 33.5, 98.04 33.5));True
402;402;33,5;98,04;34,68;100,08;13;12;main;POLYGON ((100.08 33.5, 100.08 34.68, 98.04 34.68, 98.04 33.5, 100.08 33.5));True
403;403;33,5;100,08;34,68;102,12;13;13;main;POLYGON ((102.12 33.5, 102.12 34.68, 100.08 34.68, 100.08 33.5, 102.12 33.5));True
404;404;33,5;102,12;34,68;104,16;13;14;main;POLYGON ((104.16 33.5, 104.16 34.68, 102.12 34.68, 102.12 33.5, 104.16 33.5));True
405;405;33,5;104,16;34,68;106,2;13;15;main;POLYGON ((106.2 33.5, 106.2 34.68, 104.16 34.68, 104.16 33.5, 106.2 33.5));True
406;406;33,5;106,2;34,68;108,24;13;16;main;POLYGON ((108.24 33.5, 108.24 34.68, 106.2 34.68, 106.2 33.5, 108.24 33.5));True
407;407;33,5;108,24;34,68;110,28;13;17;main;POLYGON ((110.28 33.5, 110.28 34.68, 108.24 34.68, 108.24 33.5, 110.28 33.5));True
408;408;33,5;110,28;34,68;112,32;13;18;main;POLYGON ((112.32 33.5, 112.32 34.68, 110.28 34.68, 110.28 33.5, 112.32 33.5));True
409;409;33,5;112,32;34,68;114,36;13;19;main;POLYGON ((114.36 33.5, 114.36 34.68, 112.32 34.68, 112.32 33.5, 114.36 33.5));True
410;410;33,5;114,36;34,68;116,4;13;20;main;POLYGON ((116.4 33.5, 116.4 34.68, 114.36 34.68, 114.36 33.5, 116.4 33.5));True
411;411;33,5;116,4;34,68;118,44;13;21;main;POLYGON ((118.44 33.5, 118.44 34.68, 116.4 34.68, 116.4 33.5, 118.44 33.5));True
412;412;33,5;118,44;34,68;120,48;13;22;main;POLYGON ((120.48 33.5, 120.48 34.68, 118.44 34.68, 118.44 33.5, 120.48 33.5));True
413;413;33,5;120,48;34,68;122,52;13;23;main;POLYGON ((122.52 33.5, 122.52 34.68, 120.48 34.68, 120.48 33.5, 122.52 33.5));True
421;421;34,68;75,6;35,86;77,64;14;1;main;POLYGON ((77.64 34.68, 77.64 35.86, 75.6 35.86, 75.6 34.68, 77.64 34.68));True
422;422;34,68;77,64;35,86;79,68;14;2;main;POLYGON ((79.68 34.68, 79.68 35.86, 77.64 35.86, 77.64 34.68, 79.68 34.68));True
423;423;34,68;79,68;35,86;81,72;14;3;main;POLYGON ((81.72 34.68, 81.72 35.86, 79.68 35.86, 79.68 34.68, 81.72 34.68));True
424;424;34,68;81,72;35,86;83,76;14;4;main;POLYGON ((83.76 34.68, 83.76 35.86, 81.72 35.86, 81.72 34.68, 83.76 34.68));True
425;425;34,68;83,76;35,86;85,8;14;5;main;POLYGON ((85.8 34.68, 85.8 35.86, 83.76 35.86, 83.76 34.68, 85.8 34.68));True
426;426;34,68;85,8;35,86;87,84;14;6;main;POLYGON ((87.84 34.68, 87.84 35.86, 85.8 35.86, 85.8 34.68, 87.84 34.68));True
427;427;34,68;87,84;35,86;89,88;14;7;main;POLYGON ((89.88 34.68, 89.88 35.86, 87.84 35.86, 87.84 34.68, 89.88 34.68));True
428;428;34,68;89,88;35,86;91,92;14;8;main;POLYGON ((91.92 34.68, 91.92 35.86, 89.88 35.86, 89.88 34.68, 91.92 34.68));True
429;429;34,68;91,92;35,86;93,96;14;9;main;POLYGON ((93.96 34.68, 93.96 35.86, 91.92 35.86, 91.92 34.68, 93.96 34.68));True
430;430;34,68;93,96;35,86;96,0;14;10;main;POLYGON ((96 34.68, 96 35.86, 93.96 35.86, 93.96 34.68, 96 34.68));True
431;431;34,68;96,0;35,86;98,04;14;11;main;POLYGON ((98.04 34.68, 98.04 35.86, 96 35.86, 96 34.68, 98.04 34.68));True
432;432;34,68;98,04;35,86;100,08;14;12;main;POLYGON ((100.08 34.68, 100.08 35.86, 98.04 35.86, 98.04 34.68, 100.08 34.68));True
433;433;34,68;100,08;35,86;102,12;14;13;main;POLYGON ((102.12 34.68, 102.12 35.86, 100.08 35.86, 100.08 34.68, 102.12 34.68));True
434;434;34,68;102,12;35,86;104,16;14;14;main;POLYGON ((104.16 34.68, 104.16 35.86, 102.12 35.86, 102.12 34.68, 104.16 34.68));True
435;435;34,68;104,16;35,86;106,2;14;15;main;POLYGON ((106.2 34.68, 106.2 35.86, 104.16 35.86, 104.16 34.68, 106.2 34.68));True
436;436;34,68;106,2;35,86;108,24;14;16;main;POLYGON ((108.24 34.68, 108.24 35.86, 106.2 35.86, 106.2 34.68, 108.24 34.68));True
437;437;34,68;108,24;35,86;110,28;14;17;main;POLYGON ((110.28 34.68, 110.28 35.86, 108.24 35.86, 108.24 34.68, 110.28 34.68));True
438;438;34,68;110,28;35,86;112,32;14;18;main;POLYGON ((112.32 34.68, 112.32 35.86, 110.28 35.86, 110.28 34.68, 112.32 34.68));True
439;439;34,68;112,32;35,86;114,36;14;19;main;POLYGON ((114.36 34.68, 114.36 35.86, 112.32 35.86, 112.32 34.68, 114.36 34.68));True
440;440;34,68;114,36;35,86;116,4;14;20;main;POLYGON ((116.4 34.68, 116.4 35.86, 114.36 35.86, 114.36 34.68, 116.4 34.68));True
441;441;34,68;116,4;35,86;118,44;14;21;main;POLYGON ((118.44 34.68, 118.44 35.86, 116.4 35.86, 116.4 34.68, 118.44 34.68));True
442;442;34,68;118,44;35,86;120,48;14;22;main;POLYGON ((120.48 34.68, 120.48 35.86, 118.44 35.86, 118.44 34.68, 120.48 34.68));True
450;450;35,86;73,5577;37,04;75,6;15;0;main;POLYGON ((75.6 35.86, 75.6 37.04, 73.5577 37.04, 73.5577 35.86, 75.6 35.86));True
451;451;35,86;75,6;37,04;77,64;15;1;main;POLYGON ((77.64 35.86, 77.64 37.04, 75.6 37.04, 75.6 35.86, 77.64 35.86));True
452;452;35,86;77,64;37,04;79,68;15;2;main;POLYGON ((79.68 35.86, 79.68 37.04, 77.64 37.04, 77.64 35.86, 79.68 35.86));True
453;453;35,86;79,68;37,04;81,72;15;3;main;POLYGON ((81.72 35.86, 81.72 37.04, 79.68 37.04, 79.68 35.86, 81.72 35.86));True
454;454;35,86;81,72;37,04;83,76;15;4;main;POLYGON ((83.76 35.86, 83.76 37.04, 81.72 37.04, 81.72 35.86, 83.76 35.86));True
455;455;35,86;83,76;37,04;85,8;15;5;main;POLYGON ((85.8 35.86, 85.8 37.04, 83.76 37.04, 83.76 35.86, 85.8 35.86));True
456;456;35,86;85,8;37,04;87,84;15;6;main;POLYGON ((87.84 35.86, 87.84 37.04, 85.8 37.04, 85.8 35.86, 87.84 35.86));True
457;457;35,86;87,84;37,04;89,88;15;7;main;POLYGON ((89.88 35.86, 89.88 37.04, 87.84 37.04, 87.84 35.86, 89.88 35.86));True
458;458;35,86;89,88;37,04;91,92;15;8;main;POLYGON ((91.92 35.86, 91.92 37.04, 89.88 37.04, 89.88 35.86, 91.92 35.86));True
459;459;35,86;91,92;37,04;93,96;15;9;main;POLYGON ((93.96 35.86, 93.96 37.04, 91.92 37.04, 91.92 35.86, 93.96 35.86));True
460;460;35,86;93,96;37,04;96,0;15;10;main;POLYGON ((96 35.86, 96 37.04, 93.96 37.04, 93.96 35.86, 96 35.86));True
461;461;35,86;96,0;37,04;98,04;15;11;main;POLYGON ((98.04 35.86, 98.04 37.04, 96 37.04, 96 35.86, 98.04 35.86));True
462;462;35,86;98,04;37,04;100,08;15;12;main;POLYGON ((100.08 35.86, 100.08 37.04, 98.04 37.04, 98.04 35.86, 100.08 35.86));True
463;463;35,86;100,08;37,04;102,12;15;13;main;POLYGON ((102.12 35.86, 102.12 37.04, 100.08 37.04, 100.08 35.86, 102.12 35.86));True
464;464;35,86;102,12;37,04;104,16;15;14;main;POLYGON ((104.16 35.86, 104.16 37.04, 102.12 37.04, 102.12 35.86, 104.16 35.86));True
465;465;35,86;104,16;37,04;106,2;15;15;main;POLYGON ((106.2 35.86, 106.2 37.04, 104.16 37.04, 104.16 35.86, 106.2 35.86));True
466;466;35,86;106,2;37,04;108,24;15;16;main;POLYGON ((108.24 35.86, 108.24 37.04, 106.2 37.04, 106.2 35.86, 108.24 35.86));True
467;467;35,86;108,24;37,04;110,28;15;17;main;POLYGON ((110.28 35.86, 110.28 37.04, 108.24 37.04, 108.24 35.86, 110.28 35.86));True
468;468;35,86;110,28;37,04;112,32;15;18;main;POLYGON ((112.32 35.86, 112.32 37.04, 110.28 37.04, 110.28 35.86, 112.32 35.86));True
469;469;35,86;112,32;37,04;114,36;15;19;main;POLYGON ((114.36 35.86, 114.36 37.04, 112.32 37.04, 112.32 35.86, 114.36 35.86));True
470;470;35,86;114,36;37,04;116,4;15;20;main;POLYGON ((116.4 35.86, 116.4 37.04, 114.36 37.04, 114.36 35.86, 116.4 35.86));True
471;471;35,86;116,4;37,04;118,44;15;21;main;POLYGON ((118.44 35.86, 118.44 37.04, 116.4 37.04, 116.4 35.86, 118.44 35.86));True
472;472;35,86;118,44;37,04;120,48;15;22;main;POLYGON ((120.48 35.86, 120.48 37.04, 118.44 37.04, 118.44 35.86, 120.48 35.86));True
473;473;35,86;120,48;37,04;122,52;15;23;main;POLYGON ((122.52 35.86, 122.52 37.04, 120.48 37.04, 120.48 35.86, 122.52 35.86));True
474;474;35,86;122,52;37,04;124,56;15;24;main;POLYGON ((124.56 35.86, 124.56 37.04, 122.52 37.04, 122.52 35.86, 124.56 35.86));True
480;480;37,04;73,5577;38,22;75,6;16;0;main;POLYGON ((75.6 37.04, 75.6 38.22, 73.5577 38.22, 73.5577 37.04, 75.6 37.04));True
481;481;37,04;75,6;38,22;77,64;16;1;main;POLYGON ((77.64 37.04, 77.64 38.22, 75.6 38.22, 75.6 37.04, 77.64 37.04));True
482;482;37,04;77,64;38,22;79,68;16;2;main;POLYGON ((79.68 37.04, 79.68 38.22, 77.64 38.22, 77.64 37.04, 79.68 37.04));True
483;483;37,04;79,68;38,22;81,72;16;3;main;POLYGON ((81.72 37.04, 81.72 38.22, 79.68 38.22, 79.68 37.04, 81.72 37.04));True
484;484;37,04;81,72;38,22;83,76;16;4;main;POLYGON ((83.76 37.04, 83.76 38.22, 81.72 38.22, 81.72 37.04, 83.76 37.04));True
485;485;37,04;83,76;38,22;85,8;16;5;main;POLYGON ((85.8 37.04, 85.8 38.22, 83.76 38.22, 83.76 37.04, 85.8 37.04));True
486;486;37,04;85,8;38,22;87,84;16;6;main;POLYGON ((87.84 37.04, 87.84 38.22, 85.8 38.22, 85.8 37.04, 87.84 37.04));True
487;487;37,04;87,84;38,22;89,88;16;7;main;POLYGON ((89.88 37.04, 89.88 38.22, 87.84 38.22, 87.84 37.04, 89.88 37.04));True
488;488;37,04;89,88;38,22;91,92;16;8;main;POLYGON ((91.92 37.04, 91.92 38.22, 89.88 38.22, 89.88 37.04, 91.92 37.04));True
489;489;37,04;91,92;38,22;93,96;16;9;main;POLYGON ((93.96 37.04, 93.96 38.22, 91.92 38.22, 91.92 37.04, 93.96 37.04));True
490;490;37,04;93,96;38,22;96,0;16;10;main;POLYGON ((96 37.04, 96 38.22, 93.96 38.22, 93.96 37.04, 96 37.04));True
491;491;37,04;96,0;38,22;98,04;16;11;main;POLYGON ((98.04 37.04, 98.04 38.22, 96 38.22, 96 37.04, 98.04 37.04));True
492;492;37,04;98,04;38,22;100,08;16;12;main;POLYGON ((100.08 37.04, 100.08 38.22, 98.04 38.22, 98.04 37.04, 100.08 37.04));True
493;493;37,04;100,08;38,22;102,12;16;13;main;POLYGON ((102.12 37.04, 102.12 38.22, 100.08 38.22, 100.08 37.04, 102.12 37.04));True
494;494;37,04;102,12;38,22;104,16;16;14;main;POLYGON ((104.16 37.04, 104.16 38.22, 102.12 38.22, 102.12 37.04, 104.16 37.04));True
495;495;37,04;104,16;38,22;106,2;16;15;main;POLYGON ((106.2 37.04, 106.2 38.22, 104.16 38.22, 104.16 37.04, 106.2 37.04));True
496;496;37,04;106,2;38,22;108,24;16;16;main;POLYGON ((108.24 37.04, 108.24 38.22, 106.2 38.22, 106.2 37.04, 108.24 37.04));True
497;497;37,04;108,24;38,22;110,28;16;17;main;POLYGON ((110.28 37.04, 110.28 38.22, 108.24 38.22, 108.24 37.04, 110.28 37.04));True
498;498;37,04;110,28;38,22;112,32;16;18;main;POLYGON ((112.32 37.04, 112.32 38.22, 110.28 38.22, 110.28 37.04, 112.32 37.04));True
499;499;37,04;112,32;38,22;114,36;16;19;main;POLYGON ((114.36 37.04, 114.36 38.22, 112.32 38.22, 112.32 37.04, 114.36 37.04));True
500;500;37,04;114,36;38,22;116,4;16;20;main;POLYGON ((116.4 37.04, 116.4 38.22, 114.36 38.22, 114.36 37.04, 116.4 37.04));True
501;501;37,04;116,4;38,22;118,44;16;21;main;POLYGON ((118.44 37.04, 118.44 38.22, 116.4 38.22, 116.4 37.04, 118.44 37.04));True
502;502;37,04;118,44;38,22;120,48;16;22;main;POLYGON ((120.48 37.04, 120.48 38.22, 118.44 38.22, 118.44 37.04, 120.48 37.04));True
503;503;37,04;120,48;38,22;122,52;16;23;main;POLYGON ((122.52 37.04, 122.52 38.22, 120.48 38.22, 120.48 37.04, 122.52 37.04));True
504;504;37,04;122,52;38,22;124,56;16;24;main;POLYGON ((124.56 37.04, 124.56 38.22, 122.52 38.22, 122.52 37.04, 124.56 37.04));True
510;510;38,22;73,5577;39,4;75,6;17;0;main;POLYGON ((75.6 38.22, 75.6 39.4, 73.5577 39.4, 73.5577 38.22, 75.6 38.22));True
511;511;38,22;75,6;39,4;77,64;17;1;main;POLYGON ((77.64 38.22, 77.64 39.4, 75.6 39.4, 75.6 38.22, 77.64 38.22));True
512;512;38,22;77,64;39,4;79,68;17;2;main;POLYGON ((79.68 38.22, 79.68 39.4, 77.64 39.4, 77.64 38.22, 79.68 38.22));True
513;513;38,22;79,68;39,4;81,72;17;3;main;POLYGON ((81.72 38.22, 81.72 39.4, 79.68 39.4, 79.68 38.22, 81.72 38.22));True
514;514;38,22;81,72;39,4;83,76;17;4;main;POLYGON ((83.76 38.22, 83.76 39.4, 81.72 39.4, 81.72 38.22, 83.76 38.22));True
515;515;38,22;83,76;39,4;85,8;17;5;main;POLYGON ((85.8 38.22, 85.8 39.4, 83.76 39.4, 83.76 38.22, 85.8 38.22));True
516;516;38,22;85,8;39,4;87,84;17;6;main;POLYGON ((87.84 38.22, 87.84 39.4, 85.8 39.4, 85.8 38.22, 87.84 38.22));True
517;517;38,22;87,84;39,4;89,88;17;7;main;POLYGON ((89.88 38.22, 89.88 39.4, 87.84 39.4, 87.84 38.22, 89.88 38.22));True
518;518;38,22;89,88;39,4;91,92;17;8;main;POLYGON ((91.92 38.22, 91.92 39.4, 89.88 39.4, 89.88 38.22, 91.92 38.22));True
519;519;38,22;91,92;39,4;93,96;17;9;main;POLYGON ((93.96 38.22, 93.96 39.4, 91.92 39.4, 91.92 38.22, 93.96 38.22));True
520;520;38,22;93,96;39,4;96,0;17;10;main;POLYGON ((96 38.22, 96 39.4, 93.96 39.4, 93.96 38.22, 96 38.22));True
521;521;38,22;96,0;39,4;98,04;17;11;main;POLYGON ((98.04 38.22, 98.04 39.4, 96 39.4, 96 38.22, 98.04 38.22));True
522;522;38,22;98,04;39,4;100,08;17;12;main;POLYGON ((100.08 38.22, 100.08 39.4, 98.04 39.4, 98.04 38.22, 100.08 38.22));True
523;523;38,22;100,08;39,4;102,12;17;13;main;POLYGON ((102.12 38.22, 102.12 39.4, 100.08 39.4, 100.08 38.22, 102.12 38.22));True
524;524;38,22;102,12;39,4;104,16;17;14;main;POLYGON ((104.16 38.22, 104.16 39.4, 102.12 39.4, 102.12 38.22, 104.16 38.22));True
525;525;38,22;104,16;39,4;106,2;17;15;main;POLYGON ((106.2 38.22, 106.2 39.4, 104.16 39.4, 104.16 38.22, 106.2 38.22));True
526;526;38,22;106,2;39,4;108,24;17;16;main;POLYGON ((108.24 38.22, 108.24 39.4, 106.2 39.4, 106.2 38.22, 108.24 38.22));True
527;527;38,22;108,24;39,4;110,28;17;17;main;POLYGON ((110.28 38.22, 110.28 39.4, 108.24 39.4, 108.24 38.22, 110.28 38.22));True
528;528;38,22;110,28;39,4;112,32;17;18;main;POLYGON ((112.32 38.22, 112.32 39.4, 110.28 39.4, 110.28 38.22, 112.32 38.22));True
529;529;38,22;112,32;39,4;114,36;17;19;main;POLYGON ((114.36 38.22, 114.36 39.4, 112.32 39.4, 112.32 38.22, 114.36 38.22));True
530;530;38,22;114,36;39,4;116,4;17;20;main;POLYGON ((116.4 38.22, 116.4 39.4, 114.36 39.4, 114.36 38.22, 116.4 38.22));True
531;531;38,22;116,4;39,4;118,44;17;21;main;POLYGON ((118.44 38.22, 118.44 39.4, 116.4 39.4, 116.4 38.22, 118.44 38.22));True
532;532;38,22;118,44;39,4;120,48;17;22;main;POLYGON ((120.48 38.22, 120.48 39.4, 118.44 39.4, 118.44 38.22, 120.48 38.22));True
533;533;38,22;120,48;39,4;122,52;17;23;main;POLYGON ((122.52 38.22, 122.52 39.4, 120.48 39.4, 120.48 38.22, 122.52 38.22));True
534;534;38,22;122,52;39,4;124,56;17;24;main;POLYGON ((124.56 38.22, 124.56 39.4, 122.52 39.4, 122.52 38.22, 124.56 38.22));True
540;540;39,4;73,5577;40,58;75,6;18;0;main;POLYGON ((75.6 39.4, 75.6 40.58, 73.5577 40.58, 73.5577 39.4, 75.6 39.4));True
541;541;39,4;75,6;40,58;77,64;18;1;main;POLYGON ((77.64 39.4, 77.64 40.58, 75.6 40.58, 75.6 39.4, 77.64 39.4));True
542;542;39,4;77,64;40,58;79,68;18;2;main;POLYGON ((79.68 39.4, 79.68 40.58, 77.64 40.58, 77.64 39.4, 79.68 39.4));True
543;543;39,4;79,68;40,58;81,72;18;3;main;POLYGON ((81.72 39.4, 81.72 40.58, 79.68 40.58, 79.68 39.4, 81.72 39.4));True
544;544;39,4;81,72;40,58;83,76;18;4;main;POLYGON ((83.76 39.4, 83.76 40.58, 81.72 40.58, 81.72 39.4, 83.76 39.4));True
545;545;39,4;83,76;40,58;85,8;18;5;main;POLYGON ((85.8 39.4, 85.8 40.58, 83.76 40.58, 83.76 39.4, 85.8 39.4));True
546;546;39,4;85,8;40,58;87,84;18;6;main;POLYGON ((87.84 39.4, 87.84 40.58, 85.8 40.58, 85.8 39.4, 87.84 39.4));True
547;547;39,4;87,84;40,58;89,88;18;7;main;POLYGON ((89.88 39.4, 89.88 40.58, 87.84 40.58, 87.84 39.4, 89.88 39.4));True
548;548;39,4;89,88;40,58;91,92;18;8;main;POLYGON ((91.92 39.4, 91.92 40.58, 89.88 40.58, 89.88 39.4, 91.92 39.4));True
549;549;39,4;91,92;40,58;93,96;18;9;main;POLYGON ((93.96 39.4, 93.96 40.58, 91.92 40.58, 91.92 39.4, 93.96 39.4));True
550;550;39,4;93,96;40,58;96,0;18;10;main;POLYGON ((96 39.4, 96 40.58, 93.96 40.58, 93.96 39.4, 96 39.4));True
551;551;39,4;96,0;40,58;98,04;18;11;main;POLYGON ((98.04 39.4, 98.04 40.58, 96 40.58, 96 39.4, 98.04 39.4));True
552;552;39,4;98,04;40,58;100,08;18;12;main;POLYGON ((100.08 39.4, 100.08 40.58, 98.04 40.58, 98.04 39.4, 100.08 39.4));True
553;553;39,4;100,08;40,58;102,12;18;13;main;POLYGON ((102.12 39.4, 102.12 40.58, 100.08 40.58, 100.08 39.4, 102.12 39.4));True
554;554;39,4;102,12;40,58;104,16;18;14;main;POLYGON ((104.16 39.4, 104.16 40.58, 102.12 40.58, 102.12 39.4, 104.16 39.4));True
555;555;39,4;104,16;40,58;106,2;18;15;main;POLYGON ((106.2 39.4, 106.2 40.58, 104.16 40.58, 104.16 39.4, 106.2 39.4));True
556;556;39,4;106,2;40,58;108,24;18;16;main;POLYGON ((108.24 39.4, 108.24 40.58, 106.2 40.58, 106.2 39.4, 108.24 39.4));True
557;557;39,4;108,24;40,58;110,28;18;17;main;POLYGON ((110.28 39.4, 110.28 40.58, 108.24 40.58, 108.24 39.4, 110.28 39.4));True
558;558;39,4;110,28;40,58;112,32;18;18;main;POLYGON ((112.32 39.4, 112.32 40.58, 110.28 40.58, 110.28 39.4, 112.32 39.4));True
559;559;39,4;112,32;40,58;114,36;18;19;main;POLYGON ((114.36 39.4, 114.36 40.58, 112.32 40.58, 112.32 39.4, 114.36 39.4));True
560;560;39,4;114,36;40,58;116,4;18;20;main;POLYGON ((116.4 39.4, 116.4 40.58, 114.36 40.58, 114.36 39.4, 116.4 39.4));True
561;561;39,4;116,4;40,58;118,44;18;21;main;POLYGON ((118.44 39.4, 118.44 40.58, 116.4 40.58, 116.4 39.4, 118.44 39.4));True
562;562;39,4;118,44;40,58;120,48;18;22;main;POLYGON ((120.48 39.4, 120.48 40.58, 118.44 40.58, 118.44 39.4, 120.48 39.4));True
563;563;39,4;120,48;40,58;122,52;18;23;main;POLYGON ((122.52 39.4, 122.52 40.58, 120.48 40.58, 120.48 39.4, 122.52 39.4));True
564;564;39,4;122,52;40,58;124,56;18;24;main;POLYGON ((124.56 39.4, 124.56 40.58, 122.52 40.58, 122.52 39.4, 124.56 39.4));True
565;565;39,4;124,56;40,58;126,6;18;25;main;POLYGON ((126.6 39.4, 126.6 40.58, 124.56 40.58, 124.56 39.4, 126.6 39.4));True
570;570;40,58;73,5577;41,76;75,6;19;0;main;POLYGON ((75.6 40.58, 75.6 41.76, 73.5577 41.76, 73.5577 40.58, 75.6 40.58));True
571;571;40,58;75,6;41,76;77,64;19;1;main;POLYGON ((77.64 40.58, 77.64 41.76, 75.6 41.76, 75.6 40.58, 77.64 40.58));True
572;572;40,58;77,64;41,76;79,68;19;2;main;POLYGON ((79.68 40.58, 79.68 41.76, 77.64 41.76, 77.64 40.58, 79.68 40.58));True
573;573;40,58;79,68;41,76;81,72;19;3;main;POLYGON ((81.72 40.58, 81.72 41.76, 79.68 41.76, 79.68 40.58, 81.72 40.58));True
574;574;40,58;81,72;41,76;83,76;19;4;main;POLYGON ((83.76 40.58, 83.76 41.76, 81.72 41.76, 81.72 40.58, 83.76 40.58));True
575;575;40,58;83,76;41,76;85,8;19;5;main;POLYGON ((85.8 40.58, 85.8 41.76, 83.76 41.76, 83.76 40.58, 85.8 40.58));True
576;576;40,58;85,8;41,76;87,84;19;6;main;POLYGON ((87.84 40.58, 87.84 41.76, 85.8 41.76, 85.8 40.58, 87.84 40.58));True
577;577;40,58;87,84;41,76;89,88;19;7;main;POLYGON ((89.88 40.58, 89.88 41.76, 87.84 41.76, 87.84 40.58, 89.88 40.58));True
578;578;40,58;89,88;41,76;91,92;19;8;main;POLYGON ((91.92 40.58, 91.92 41.76, 89.88 41.76, 89.88 40.58, 91.92 40.58));True
579;579;40,58;91,92;41,76;93,96;19;9;main;POLYGON ((93.96 40.58, 93.96 41.76, 91.92 41.76, 91.92 40.58, 93.96 40.58));True
580;580;40,58;93,96;41,76;96,0;19;10;main;POLYGON ((96 40.58, 96 41.76, 93.96 41.76, 93.96 40.58, 96 40.58));True
581;581;40,58;96,0;41,76;98,04;19;11;main;POLYGON ((98.04 40.58, 98.04 41.76, 96 41.76, 96 40.58, 98.04 40.58));True
582;582;40,58;98,04;41,76;100,08;19;12;main;POLYGON ((100.08 40.58, 100.08 41.76, 98.04 41.76, 98.04 40.58, 100.08 40.58));True
583;583;40,58;100,08;41,76;102,12;19;13;main;POLYGON ((102.12 40.58, 102.12 41.76, 100.08 41.76, 100.08 40.58, 102.12 40.58));True
584;584;40,58;102,12;41,76;104,16;19;14;main;POLYGON ((104.16 40.58, 104.16 41.76, 102.12 41.76, 102.12 40.58, 104.16 40.58));True
585;585;40,58;104,16;41,76;106,2;19;15;main;POLYGON ((106.2 40.58, 106.2 41.76, 104.16 41.76, 104.16 40.58, 106.2 40.58));True
586;586;40,58;106,2;41,76;108,24;19;16;main;POLYGON ((108.24 40.58, 108.24 41.76, 106.2 41.76, 106.2 40.58, 108.24 40.58));True
587;587;40,58;108,24;41,76;110,28;19;17;main;POLYGON ((110.28 40.58, 110.28 41.76, 108.24 41.76, 108.24 40.58, 110.28 40.58));True
588;588;40,58;110,28;41,76;112,32;19;18;main;POLYGON ((112.32 40.58, 112.32 41.76, 110.28 41.76, 110.28 40.58, 112.32 40.58));True
589;589;40,58;112,32;41,76;114,36;19;19;main;POLYGON ((114.36 40.58, 114.36 41.76, 112.32 41.76, 112.32 40.58, 114.36 40.58));True
590;590;40,58;114,36;41,76;116,4;19;20;main;POLYGON ((116.4 40.58, 116.4 41.76, 114.36 41.76, 114.36 40.58, 116.4 40.58));True
591;591;40,58;116,4;41,76;118,44;19;21;main;POLYGON ((118.44 40.58, 118.44 41.76, 116.4 41.76, 116.4 40.58, 118.44 40.58));True
592;592;40,58;118,44;41,76;120,48;19;22;main;POLYGON ((120.48 40.58, 120.48 41.76, 118.44 41.76, 118.44 40.58, 120.48 40.58));True
593;593;40,58;120,48;41,76;122,52;19;23;main;POLYGON ((122.52 40.58, 122.52 41.76, 120.48 41.76, 120.48 40.58, 122.52 40.58));True
594;594;40,58;122,52;41,76;124,56;19;24;main;POLYGON ((124.56 40.58, 124.56 41.76, 122.52 41.76, 122.52 40.58, 124.56 40.58));True
595;595;40,58;124,56;41,76;126,6;19;25;main;POLYGON ((126.6 40.58, 126.6 41.76, 124.56 41.76, 124.56 40.58, 126.6 40.58));True
596;596;40,58;126,6;41,76;128,64;19;26;main;POLYGON ((128.64 40.58, 128.64 41.76, 126.6 41.76, 126.6 40.58, 128.64 40.58));True
602;602;41,76;77,64;42,94;79,68;20;2;main;POLYGON ((79.68 41.76, 79.68 42.94, 77.64 42.94, 77.64 41.76, 79.68 41.76));True
603;603;41,76;79,68;42,94;81,72;20;3;main;POLYGON ((81.72 41.76, 81.72 42.94, 79.68 42.94, 79.68 41.76, 81.72 41.76));True
604;604;41,76;81,72;42,94;83,76;20;4;main;POLYGON ((83.76 41.76, 83.76 42.94, 81.72 42.94, 81.72 41.76, 83.76 41.76));True
605;605;41,76;83,76;42,94;85,8;20;5;main;POLYGON ((85.8 41.76, 85.8 42.94, 83.76 42.94, 83.76 41.76, 85.8 41.76));True
